player_name,player_id
Paris Bass,basspa01
Robert Franks,frankro01
John Holland,hollajo02
Jaime Echenique,echenja01
Anthony Lamb,lamban01
James Anderson,anderja01
Dragan Bender,bendedr01
Jaylen Adams,adamsja01
Luca Vildoza,vildolu01
Kalin Lucas,lucaska01
Nicolas Brussino,brussni01
Moses Wright,wrighmo01
Jaylen Hoard,hoardja01
Zhou Qi,qizh01
Nate Hinton,hintona01
Zach Lofton,loftoza01
Trey McKinney-Jones,mckintr01
Jerrelle Benimon,benimje01
Jaden Springer,sprinja01
Emmanuel Mudiay,mudiaem01
Daryl Macon,maconda01
Malcolm Lee,leema01
DeVaughn Akoon-Purcell,akoonde01
Reggie Hearn,hearnre01
Joel Ayayi,ayayijo01
Matt Ryan,ryanma01
Robert Woodard II,woodaro01
Andris Biedrins,biedran01
Damion James,jamesda01
Rob Edwards,edwarro01
Brian Bowen II,bowenbr02
Eric Paschall,pascher01
Elias Harris,harriel01
Justin Robinson,robinju01
Ade Murkey,murkead01
CJ Elleby,ellebcj01
Jahmi'us Ramsey,ramseja01
Tyler Dorsey,dorsety01
Jerome Jordan,jordaje01
Cliff Alexander,alexacl01
Tyler Lydon,lydonty01
Vincent Edwards,edwarvi01
Kendrick Perkins,perkike01
Tyrus Thomas,thomaty01
Eugene Omoruyi,omorueu01
Cam Reddish,reddica01
Vernon Carey Jr.,careyve01
Elijah Bryant,bryanel01
David Wear,wearda01
Sam Merrill,merrisa01
Jason Richardson,richaja01
Jarron Cumberland,cumbeja01
Jordan Sibert,siberjo01
Shaq Buchanan,buchash01
Tyler Hall,hallty01
Ryan Gomes,gomesry01
Keith Appling,applike01
Scotty Hopson,hopsosc01
Derrick Williams,willide02
Lamar Patterson,pattela01
Kyle Guy,guyky01
Mindaugas Kuzminskas,kuzmimi01
Sheldon Mac,mcclesh01
JaQuori McLaughlin,mclauja01
Charles Cooke,cookech01
Marcus Georges-Hunt,georgma01
Gal Mekel,mekelga01
Ashton Hagans,haganas01
Shane Edwards,edwarsh01
KZ Okpala,okpalkz01
Vander Blue,blueva01
Julian Washburn,washbju01
JJ O'Brien,obriejj01
Jameel Warney,warneja01
Duane Washington Jr.,washidu02
Jacob Pullen,pulleja01
Will Cherry,cherrwi01
Royal Ivey,iveyro01
Stanton Kidd,kiddst01
Donte Grantham,grantdo01
Damien Wilkins,wilkida02
Luka Garza,garzalu01
Kyle Alexander,alexaky01
Quinndary Weatherspoon,weathqu01
Jarvis Varnado,varnaja01
Dakota Mathias,mathida01
Chris Babb,babbch01
Cat Barber,barbeca01
Chris Smith,smithch05
Adreian Payne,paynead01
Anzejs Pasecniks,pasecan01
Erik McCree,mccreer01
Tyler Cook,cookty01
George King,kingge03
Greg Whittington,whittgr01
Carlik Jones,jonesca03
Solomon Jones,jonesso01
Omari Johnson,johnsom01
Marial Shayok,shayoma01
Jon Teske,teskejo01
Jeremy Pargo,pargoje01
Melvin Ely,elyme01
McKinley Wright IV,wrighmc01
Cassius Winston,winstca01
Joe Chealey,chealjo01
Alex Kirk,kirkal01
Ty-Shon Alexander,alexaty01
Ivan Rabb,rabbiv01
Shamorie Ponds,pondssh01
Darrun Hilliard,hillida01
Ben Moore,moorebe01
Mac McClung,mccluma01
Shayne Whittington,whittsh01
Malik Fitts,fittsma01
Will Magnay,magnawi01
Michael Gbinije,gbinimi01
Patrick McCaw,mccawpa01
RJ Nembhard Jr.,nembhrj01
Carsen Edwards,edwarca01
David Duke Jr.,dukeda01
Darius Johnson-Odom,johnsda03
Mustafa Shakur,shakumu01
Josh Reaves,reavejo02
Daniel Oturu,oturuda01
Petr Cornelie,cornepe01
Glen Davis,davisgl01
Malachi Richardson,richama01
Duje Dukan,dukandu01
Aaron Harrison,harriaa01
Aleksej Pokusevski,pokusal01
Zylan Cheatham,cheatzy01
Earl Clark,clarkea01
Jay Scrubb,scrubja01
Devon Hall,hallde01
Arnoldas Kulboka,kulboar01
Royce White,whitero03
Bol Bol,bolbo01
Andre Dawkins,dawkian01
Sebastian Telfair,telfase01
Charlie Villanueva,villach01
Luis Montero,montelu01
Leandro Bolmaro,bolmale01
Jordan Goodwin,goodwjo01
Caleb Swanigan,swanica01
Jontay Porter,portejo01
Ray Spalding,spaldra01
Chimezie Metu,metuch01
Jamaal Franklin,frankja01
Bryce Dejean-Jones,dejeabr01
Quinn Cook,cookqu01
Chinanu Onuaku,onuakch01
Xavier Sneed,sneedxa01
Jaysean Paige,paigeja01
Ben Bentil,bentibe01
Wayne Selden,seldewa01
Chaundee Brown Jr.,brownch05
Tariq Owens,owensta01
Josh Gray,grayjo01
Marquis Teague,teaguma01
Jalen Jones,jonesja04
Manny Harris,harrima01
Nicolas Laprovittola,laproni01
Melvin Frazier Jr.,frazime01
Zach Norvell Jr.,norveza01
Justin Harper,harpeju01
Greg Oden,odengr01
Cameron Bairstow,bairsca01
Gary Neal,nealga01
Javonte Smart,smartja01
Yves Pons,ponsyv01
Shannon Brown,brownsh01
Micah Potter,pottemi01
Nate Darling,darlina01
Kyle Wiltjer,wiltjky01
Josh Powell,poweljo01
Aaron Henry,henryaa01
James Nunnally,nunnaja01
Jerel McNeal,mcneaje01
Ike Anigbogu,anigbik01
Jeff Ayres,pendeje02
Larry Drew II,drewla02
Isaac Humphries,humphis01
Jabari Bird,birdja01
Paul Zipser,zipsepa01
Bobby Brown,brownbo02
Orlando Johnson,johnsor01
Marshall Plumlee,plumlma02
Robert Sacre,sacrero01
Antawn Jamison,jamisan01
Myles Powell,powelmy01
William Howard,howarwi01
Bryce Cotton,cottobr01
Rawle Alkins,alkinra01
Vic Law,lawvi01
Dionte Christmas,chrisdi01
Damien Inglis,inglida01
Lonnie Walker IV,walkelo01
Elijah Hughes,hugheel01
Antonius Cleveland,clevean01
Tyler Cavanaugh,cavanty01
Brendan Haywood,haywobr01
Joe Young,youngjo01
Terrance Ferguson,fergute01
Kevin Knox II,knoxke01
Cleanthony Early,earlycl01
Chris Clemons,clemoch01
Kenyon Martin Jr.,martike04
Isaiah Briscoe,briscis01
Haywood Highsmith,highsha01
Vincent Poirier,poirivi01
JT Thor,thorjt01
Brandon Boston Jr.,bostobr01
Briante Weber,weberbr01
Justin Wright-Foreman,wrighju02
Nick Richards,richani01
Steve Nash,nashst01
Kay Felder,feldeka01
Isaiah Todd,toddis01
Milton Doyle,doylemi01
Marcus Garrett,garrema01
Brandon Rush,rushbr01
Bonzie Colson,colsobo01
Branden Dawson,dawsobr01
Joe Wieskamp,wieskjo01
Aleem Ford,fordal03
Greg Stiemsma,stiemgr01
Omari Spellman,spellom01
Jeremiah Robinson-Earl,robinje02
James Webb III,webbja01
Kevin Hervey,herveke01
Diamond Stone,stonedi01
Billy Garrett,garrebi01
Hamady Ndiaye,ndiayha01
Harry Giles III,gilesha01
Jeff Dowtin,dowtije01
Kai Jones,joneska01
Deng Adel,adelde01
Darius Morris,morrida01
Damjan Rudez,rudezda01
Ognjen Kuzmic,kuzmiog01
Alex Poythress,poythal01
Patrick Christopher,chrispa01
Trayvon Palmer,palmetr01
Sean McDermott,mcderse01
Johnny O'Bryant III,obryajo01
Jordan Bone,bonejo01
Anthony Bennett,bennean01
Drew Gordon,gordodr01
Jeremy Tyler,tylerje01
Malcolm Thomas,thomama01
Aaron Jackson,jacksaa01
Tibor Pleiss,pleisti01
Ben Gordon,gordobe01
Moses Moody,moodymo01
London Perrantes,perralo01
Admiral Schofield,schofad01
Arnett Moultrie,moultar01
Vitor Faverani,favervi01
Zoran Dragic,dragizo01
Kevin Pangos,pangoke01
Jalen Johnson,johnsja05
Keljin Blevins,blevike01
Nico Mannion,mannini01
Joffrey Lauvergne,lauvejo01
Santi Aldama,aldamsa01
Didi Louzada,louzama01
Peyton Siva,sivape01
Tyler Bey,beyty01
Antonio Blakeney,blakean01
Viacheslav Kravtsov,kravtvi01
Lindell Wigginton,wiggili01
Karim Mane,maneka01
Daniel Ochefu,ochefda01
Grant Jerrett,jerregr01
Doron Lamb,lambdo01
Jamorko Pickett,pickeja01
Sharife Cooper,coopesh01
Patricio Garino,garinpa01
Will Bynum,bynumwi01
Xavier Rathan-Mayes,rathaxa01
Ronnie Brewer,brewero02
Earl Watson,watsoea01
Tony Wroten,wroteto01
Reggie Perry,perryre01
Marko Guduric,gudurma01
Jamaal Tinsley,tinslja01
Georgios Papagiannis,papagge01
Aaron Wiggins,wiggiaa01
Daishen Nix,nixda01
Nick Johnson,johnsni01
Erik Murphy,murpher01
AJ Hammons,hammoaj01
Jared Terrell,terreja01
Rui Hachimura,hachiru01
Jacob Evans,evansja02
Carlos Boozer,boozeca01
Kessler Edwards,edwarke02
Brandon Sampson,sampsbr01
Stephen Zimmerman,zimmest01
Elie Okobo,okoboel01
Zavier Simpson,simpsza01
Tornike Shengelia,shengto01
Andrew Bynum,bynuman01
Brandon Williams,willibr03
Jamel Artis,artisja01
Tre Mann,manntr01
Olivier Sarr,sarrol01
Nemanja Nedovic,nedovne01
Chris Singleton,singlch01
Theo Maledon,maledth01
Hasheem Thabeet,thabeha01
Chauncey Billups,billuch01
Dairis Bertans,bertada02
James Bouknight,bouknja01
Earl Barron,barroea01
Andrew White III,whitean01
Rodney Purvis,purviro01
Jason Collins,collija04
Ayo Dosunmu,dosunay01
Cam Thomas,thomaca02
Sergio Rodriguez,rodrise01
Joshua Primo,primojo01
Jeffery Taylor,tayloje03
Josh Christopher,chrisjo01
Ky Bowman,bowmaky01
Jonathan Kuminga,kuminjo01
Michael Frazier,frazimi01
Keifer Sykes,sykeske01
Vit Krejci,krejcvi01
Killian Hayes,hayeski01
Georgios Kalaitzakis,kalaige01
Diante Garrett,garredi02
Byron Mullens,mulleby01
Sandro Mamukelashvili,mamuksa01
Josh Hall,halljo01
Jabari Brown,brownja01
Tyshawn Taylor,tayloty01
Eric Maynor,maynoer01
Sonny Weems,weemsso01
Jalen Green,greenja05
R.J. Hampton,hamptrj01
Greg Brown III,browngr01
Trendon Watford,watfotr01
Semaj Christon,chrisse01
Keon Johnson,johnske07
James Wiseman,wisemja01
Kevin Knox,knoxke01
